,cuneus-rh,entorhinal-lh,entorhinal-rh,frontalpole-rh,lateraloccipital-rh,pericalcarine-rh,temporalpole-lh,temporalpole-rh
cuneus-rh,0.7272727272727273,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0
entorhinal-lh,0.0,0.6818181818181818,0.0,0.0,0.0,0.01948051948051948,0.2987012987012987,0.0
entorhinal-rh,0.0,0.0,0.8205128205128205,0.0,0.0,0.0,0.0,0.1794871794871795
frontalpole-rh,0.0,0.0,0.0,0.9489795918367347,0.0,0.01020408163265306,0.04081632653061224,0.0
lateraloccipital-rh,0.31851851851851853,0.0,0.0,0.0,0.5333333333333333,0.14814814814814814,0.0,0.0
pericalcarine-rh,0.024390243902439025,0.006097560975609756,0.0,0.0,0.18292682926829268,0.7560975609756098,0.03048780487804878,0.0
temporalpole-lh,0.0,0.22,0.0,0.03333333333333333,0.0,0.05333333333333334,0.6933333333333334,0.0
temporalpole-rh,0.0,0.009523809523809525,0.05714285714285714,0.0,0.0,0.0,0.01904761904761905,0.9142857142857143
