,F7,Pz,P4,CP2,AF3,PO7,PO8,P2
F7,0.19696969696969696,0.20075757575757575,0.20075757575757575,0.20075757575757575,0.0,0.20075757575757575,0.0,0.0
Pz,0.1962962962962963,0.2,0.2,0.2,0.0,0.2037037037037037,0.0,0.0
P4,0.1962962962962963,0.2,0.2,0.2,0.0,0.2037037037037037,0.0,0.0
CP2,0.1962962962962963,0.2,0.2,0.2,0.0,0.2037037037037037,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.1962962962962963,0.2,0.2,0.2,0.0,0.2037037037037037,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
