,F7,Pz,P4,CP2,AF3,P2,CP4,FCz
F7,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855
