,F7,Pz,P4,CP2,AF3,P2,CP4,FCz
F7,0.17374136229022705,0.15449160908193485,0.15449160908193485,0.15449160908193485,0.04985192497532083,0.0,0.1594274432379072,0.15350444225074036
Pz,0.1594871794871795,0.16256410256410256,0.16256410256410256,0.16256410256410256,0.041025641025641026,0.0,0.1605128205128205,0.15128205128205127
P4,0.1594871794871795,0.16256410256410256,0.16256410256410256,0.16256410256410256,0.041025641025641026,0.0,0.1605128205128205,0.15128205128205127
CP2,0.1594871794871795,0.16256410256410256,0.16256410256410256,0.16256410256410256,0.041025641025641026,0.0,0.1605128205128205,0.15128205128205127
AF3,0.08977777777777778,0.072,0.072,0.072,0.45155555555555554,0.06577777777777778,0.08977777777777778,0.08711111111111111
P2,0.0025906735751295338,0.0025906735751295338,0.0025906735751295338,0.0025906735751295338,0.19170984455958548,0.7927461139896373,0.0025906735751295338,0.0025906735751295338
CP4,0.1600199401794616,0.15653040877367896,0.15653040877367896,0.15653040877367896,0.050348953140578266,0.0,0.1669990029910269,0.15304087736789632
FCz,0.15892672858617132,0.15170278637770898,0.15170278637770898,0.15170278637770898,0.049019607843137254,0.0,0.15737874097007223,0.17956656346749225
