subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S03,Sess01,MOTOR_EXECUTION-LEFT,1.0119725953059286,1.0000000000000042,0.9102658516138908,1.1021351324782698,bootstrap,critical,fullwin_resp
S03,Sess01,MOTOR_EXECUTION-RIGHT,0.986924750860476,0.9999999999999991,0.8967510025295586,1.0853001564091194,bootstrap,critical,fullwin_resp
S03,Sess01,MOTOR_IMAGERY-LEFT,0.9558514437669684,0.9999999999999996,0.9068643047990859,1.0049030132322823,bootstrap,critical,fullwin_resp
S03,Sess01,MOTOR_IMAGERY-RIGHT,0.9843967573789715,1.0000000000000029,0.9263464224727275,1.0394350139127784,bootstrap,critical,fullwin_resp
S03,Sess01,MOTOR_EXECUTION,0.9994486730832024,1.0000000000000018,0.9035084270717247,1.0937176444436947,bootstrap,critical,fullwin_resp
S03,Sess01,MOTOR_IMAGERY,0.9701241005729699,1.0000000000000013,0.9166053636359066,1.0221690135725303,bootstrap,critical,fullwin_resp
S03,Sess01,LEFT,0.9839120195364486,1.0000000000000018,0.9085650782064884,1.0535190728552761,bootstrap,critical,fullwin_resp
S03,Sess01,RIGHT,0.9856607541197238,1.0000000000000009,0.911548712501143,1.0623675851609489,bootstrap,critical,fullwin_resp
S03,Sess01,LEFT_vs_RIGHT,-0.00174873458327518,0.0,-0.15380250695446052,0.14197036035413313,bootstrap,delta,fullwin_resp
S03,Sess01,IMAGERY_vs_EXECUTION,-0.02932457251023246,0.0,-0.17711228080778807,0.11866058650080558,bootstrap,delta,fullwin_resp
S03,Sess01,ME_LEFT_vs_ME_RIGHT,0.025047844445452605,0.0,-0.17503430479522852,0.20538412994871114,bootstrap,delta,fullwin_resp
S03,Sess01,MI_LEFT_vs_MI_RIGHT,-0.028545313612003076,0.0,-0.1325707091136925,0.07855659075955479,bootstrap,delta,fullwin_resp
