,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.3685636856368564,0.1996386630532972,0.2240289069557362,0.0,0.0,0.0,0.0,0.20776874435411022
frontalpole-rh,0.22327044025157233,0.4308176100628931,0.11425576519916142,0.0,0.0,0.0,0.0,0.23165618448637318
medialorbitofrontal-rh,0.20016142050040356,0.09120258272800645,0.47538337368845845,0.0,0.012106537530266344,0.029055690072639227,0.0,0.192090395480226
parahippocampal-rh,0.0,0.0,0.0,0.9191011235955057,0.0,0.0,0.08089887640449438,0.0
posteriorcingulate-lh,0.0,0.0,0.012686567164179104,0.0,0.4082089552238806,0.33432835820895523,0.24477611940298508,0.0
posteriorcingulate-rh,0.0,0.0,0.02465931213497729,0.0,0.29072031148604804,0.4607397793640493,0.22388059701492538,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.032056990204808546,0.2956366874443455,0.3089937666963491,0.3633125556544969,0.0
rostralanteriorcingulate-rh,0.20718232044198895,0.20718232044198895,0.2136279926335175,0.0,0.0,0.0,0.0,0.3720073664825046
