,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.1567885666246322,0.10256410256410256,0.15384615384615385,0.13493064312736444,0.11895754518705338,0.1210592686002522,0.10592686002522068,0.10592686002522068
frontalpole-rh,0.11061552185548618,0.13737734165923282,0.10749330954504906,0.13291703835860838,0.11730597680642284,0.12087421944692239,0.13648528099910795,0.13693131132917039
insula-rh,0.15016501650165018,0.09777227722772278,0.17863036303630364,0.14026402640264027,0.11386138613861387,0.11716171617161716,0.10107260726072607,0.10107260726072607
lateralorbitofrontal-lh,0.1254796623177283,0.113584036838066,0.13277052954719878,0.1642363775901765,0.11128165771297006,0.11435149654643131,0.11857252494244053,0.11972371450498849
medialorbitofrontal-lh,0.12270200940572894,0.11073108165882856,0.1188542112013681,0.12227447627191107,0.17015818725951262,0.12697734074390765,0.11415134672937152,0.11415134672937152
medialorbitofrontal-rh,0.12619669277632725,0.11618798955613577,0.12532637075718014,0.1279373368146214,0.12837249782419496,0.13664055700609226,0.11966927763272411,0.11966927763272411
rostralanteriorcingulate-lh,0.11091854419410745,0.13258232235701906,0.10788561525129983,0.13474870017331023,0.11741767764298093,0.12088388214904679,0.13778162911611785,0.13778162911611785
rostralanteriorcingulate-rh,0.11029728565273589,0.13183972425678586,0.10728134424816889,0.13614821197759586,0.11676001723395088,0.12020680741059887,0.13744075829383887,0.14002585092632486
