,FT9,FT10,FC6,F8,Fp2,AF7,C5,AF4
FT9,0.1972318339100346,0.0,0.20069204152249134,0.0,0.0,0.20069204152249134,0.20069204152249134,0.20069204152249134
FT10,0.0,0.48148148148148145,0.0,0.4074074074074074,0.1111111111111111,0.0,0.0,0.0
FC6,0.13615023474178403,0.0,0.3075117370892019,0.0,0.0,0.15492957746478872,0.176056338028169,0.22535211267605634
F8,0.0,0.07317073170731707,0.0,0.6341463414634146,0.2926829268292683,0.0,0.0,0.0
Fp2,0.0,0.04,0.0,0.49,0.47,0.0,0.0,0.0
AF7,0.1806853582554517,0.0,0.205607476635514,0.0,0.0,0.20249221183800623,0.205607476635514,0.205607476635514
C5,0.1695906432748538,0.0,0.21637426900584794,0.0,0.0,0.19298245614035087,0.21637426900584794,0.2046783625730994
AF4,0.15025906735751296,0.0,0.24870466321243523,0.0,0.0,0.17098445595854922,0.18652849740932642,0.24352331606217617
