,FC1,TP9,Oz,F8,Fp2,AF7,C1,P2
FC1,0.4943820224719101,0.5056179775280899,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.8591549295774648,0.0,0.0,0.14084507042253522,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.375,0.0,0.0,0.625,0.0,0.0
C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
