,frontalpole-lh,frontalpole-rh,fusiform-rh,insula-lh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,temporalpole-rh
frontalpole-lh,0.35874439461883406,0.0,0.0,0.17488789237668162,0.23766816143497757,0.22869955156950672,0.0,0.0
frontalpole-rh,0.0,0.8333333333333334,0.08095238095238096,0.0,0.0,0.0,0.08571428571428572,0.0
fusiform-rh,0.0,0.02483660130718954,0.4470588235294118,0.0,0.08496732026143791,0.06797385620915032,0.37516339869281046,0.0
insula-lh,0.12937062937062938,0.0,0.0,0.47202797202797203,0.1048951048951049,0.2937062937062937,0.0,0.0
insula-rh,0.10261194029850747,0.0,0.11940298507462686,0.05970149253731343,0.44216417910447764,0.15671641791044777,0.11940298507462686,0.0
isthmuscingulate-rh,0.10359408033826638,0.0,0.10782241014799154,0.17758985200845667,0.17547568710359407,0.3276955602536998,0.10782241014799154,0.0
parahippocampal-rh,0.0,0.028328611898016998,0.40226628895184136,0.0,0.09206798866855524,0.07365439093484419,0.40368271954674223,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
