,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,paracentral-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.2634338138925295,0.0563564875491481,0.07077326343381389,0.10419397116644823,0.04193971166448231,0.08977719528178243,0.19790301441677588,0.17562254259501967
frontalpole-rh,0.15411558669001751,0.22591943957968477,0.07180385288966724,0.03152364273204904,0.0,0.08581436077057793,0.2276707530647986,0.2031523642732049
fusiform-lh,0.061611374407582936,0.0254739336492891,0.28554502369668244,0.25296208530805686,0.02428909952606635,0.278436018957346,0.052725118483412325,0.018957345971563982
isthmuscingulate-rh,0.08991354466858789,0.011527377521613832,0.2484149855907781,0.2760806916426513,0.03688760806916427,0.261671469740634,0.050720461095100866,0.02478386167146974
paracentral-lh,0.19230769230769232,0.0,0.12721893491124261,0.19230769230769232,0.1893491124260355,0.16568047337278108,0.05917159763313609,0.07396449704142012
parahippocampal-lh,0.07429829389102917,0.02806824435883324,0.259768849752339,0.2476609796367639,0.02971931755641167,0.275178866263071,0.05723720418271877,0.02806824435883324
rostralanteriorcingulate-lh,0.20887372013651878,0.08873720136518772,0.059385665529010236,0.06075085324232082,0.014334470989761093,0.07098976109215017,0.2784982935153584,0.21843003412969283
rostralanteriorcingulate-rh,0.23155216284987276,0.09669211195928754,0.02544529262086514,0.037319762510602206,0.02205258693808312,0.043256997455470736,0.27056827820186596,0.2731128074639525
