,frontalpole-lh,frontalpole-rh,fusiform-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.24740124740124741,0.2234927234927235,0.02546777546777547,0.04677754677754678,0.029106029106029108,0.02442827442827443,0.18503118503118504,0.2182952182952183
frontalpole-rh,0.24392998306041785,0.2478825522303783,0.010163749294184076,0.031055900621118012,0.020327498588368152,0.00846979107848673,0.2010163749294184,0.23715415019762845
fusiform-rh,0.036293436293436294,0.012355212355212355,0.24324324324324326,0.24247104247104248,0.20926640926640927,0.24324324324324326,0.0,0.013127413127413128
isthmuscingulate-rh,0.04608294930875576,0.029185867895545316,0.16026625704045058,0.23758320532514082,0.20225294418842807,0.20225294418842807,0.049667178699436765,0.07270865335381464
parahippocampal-lh,0.03272939801285798,0.023378141437755698,0.15663354763296317,0.22910578609000584,0.2326125073056692,0.19754529514903565,0.05376972530683811,0.07422559906487435
parahippocampal-rh,0.02878138395590937,0.007960808328230252,0.19228413962033067,0.24372320881812615,0.21004286589099816,0.24984690753214941,0.019595835884874464,0.047764849969381504
rostralanteriorcingulate-lh,0.20606754436176303,0.20606754436176303,0.0,0.05323411562678878,0.05037206639954207,0.01602747567258157,0.23354321694333144,0.2346880366342301
rostralanteriorcingulate-rh,0.1999057048561999,0.1999057048561999,0.008015087223008015,0.066006600660066,0.05799151343705799,0.03583215464403583,0.1933050447901933,0.23903818953323905
