,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.6829268292682927,0.0,0.0,0.0,0.0,0.0,0.2926829268292683,0.024390243902439025
frontalpole-lh,0.0,0.5,0.3611111111111111,0.1388888888888889,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.1836734693877551,0.5714285714285714,0.02040816326530612,0.22448979591836735,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.35,0.15,0.5,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.2692307692307692,0.0,0.5,0.0,0.23076923076923078,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-rh,0.4444444444444444,0.0,0.0,0.0,0.05555555555555555,0.0,0.5,0.0
temporalpole-lh,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75
