,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,parstriangularis-rh,temporalpole-lh
frontalpole-rh,0.3864734299516908,0.004830917874396135,0.05314009661835749,0.25120772946859904,0.09178743961352658,0.16908212560386474,0.004830917874396135,0.03864734299516908
lateralorbitofrontal-lh,0.0660377358490566,0.5660377358490566,0.3113207547169811,0.02830188679245283,0.0,0.02830188679245283,0.0,0.0
medialorbitofrontal-lh,0.1,0.35,0.48333333333333334,0.06666666666666667,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.2781065088757396,0.005917159763313609,0.023668639053254437,0.4319526627218935,0.05917159763313609,0.20118343195266272,0.0,0.0
parahippocampal-rh,0.08433734939759036,0.0,0.0,0.05421686746987952,0.4759036144578313,0.19879518072289157,0.1746987951807229,0.012048192771084338
parsorbitalis-rh,0.1552511415525114,0.0045662100456621,0.0,0.1461187214611872,0.1780821917808219,0.4200913242009132,0.0958904109589041,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.19083969465648856,0.0916030534351145,0.6946564885496184,0.022900763358778626
temporalpole-lh,0.1282051282051282,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.0,0.7692307692307693
