,Fp1,F7,FT10,F4,Fp2,AF7,AFz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.8325892857142857,0.0,0.0,0.0,0.16741071428571427,0.0,0.0
FT10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.4662576687116564,0.0,0.0,0.0,0.5337423312883436,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
