,Fp1,F7,FC5,TP9,FT10,F4,AF7,AF8
Fp1,0.4368932038834951,0.0,0.0,0.0,0.0,0.1941747572815534,0.0,0.36893203883495146
F7,0.0,0.5675675675675675,0.0,0.0,0.0,0.0,0.43243243243243246,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.04932735426008968,0.0,0.0,0.0,0.0,0.5112107623318386,0.0,0.43946188340807174
AF7,0.0,0.20035149384885764,0.0,0.0,0.0,0.0,0.7996485061511424,0.0
AF8,0.08968609865470852,0.0,0.0,0.0,0.0,0.4349775784753363,0.0,0.47533632286995514
