,Fp1,FC5,FT10,F4,Fp2,AF7,F5,AF8
Fp1,0.6537842190016103,0.0,0.0,0.0,0.0,0.0,0.0,0.3462157809983897
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.4678111587982833,0.0,0.0,0.0,0.0,0.0,0.0,0.5321888412017167
