,Fp1,FC5,FT10,F4,Fp2,AF7,F5,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.9376558603491272,0.06234413965087282,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.04967602591792657,0.8639308855291576,0.0,0.0,0.0,0.08639308855291576,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.16379310344827586,0.0,0.0,0.0,0.8362068965517241,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
