,Fp1,F7,FT10,F4,Fp2,AF7,AFz,AF8
Fp1,0.5632183908045977,0.0,0.0,0.0,0.0,0.0,0.4367816091954023,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.46875,0.0,0.0,0.0,0.0,0.0,0.53125,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
