,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,parsopercularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
frontalpole-lh,0.5,0.08571428571428572,0.17142857142857143,0.05714285714285714,0.0,0.07142857142857142,0.11428571428571428,0.0
frontalpole-rh,0.02962962962962963,0.34074074074074073,0.14814814814814814,0.26666666666666666,0.037037037037037035,0.17777777777777778,0.0,0.0
insula-rh,0.0851063829787234,0.26595744680851063,0.40425531914893614,0.18085106382978725,0.0,0.06382978723404255,0.0,0.0
medialorbitofrontal-lh,0.03508771929824561,0.2719298245614035,0.10526315789473684,0.39473684210526316,0.0,0.19298245614035087,0.0,0.0
parsopercularis-lh,0.0,0.1891891891891892,0.0,0.0,0.7837837837837838,0.02702702702702703,0.0,0.0
rostralanteriorcingulate-lh,0.08333333333333333,0.23809523809523808,0.047619047619047616,0.2619047619047619,0.0,0.30952380952380953,0.05952380952380952,0.0
rostralanteriorcingulate-rh,0.2608695652173913,0.0,0.0,0.0,0.0,0.10869565217391304,0.6304347826086957,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
