,inferiorparietal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-rh
inferiorparietal-rh,0.248,0.1,0.092,0.0,0.136,0.156,0.08,0.188
postcentral-lh,0.16666666666666666,0.17333333333333334,0.13333333333333333,0.013333333333333334,0.16,0.16666666666666666,0.02,0.16666666666666666
postcentral-rh,0.14556962025316456,0.12658227848101267,0.21518987341772153,0.0949367088607595,0.12025316455696203,0.12658227848101267,0.02531645569620253,0.14556962025316456
rostralmiddlefrontal-lh,0.0,0.022222222222222223,0.14444444444444443,0.5888888888888889,0.0,0.0,0.24444444444444444,0.0
superiorparietal-lh,0.17989417989417988,0.12698412698412698,0.10582010582010581,0.0,0.2751322751322751,0.17989417989417988,0.0,0.13227513227513227
superiorparietal-rh,0.18686868686868688,0.12626262626262627,0.10101010101010101,0.0,0.1717171717171717,0.2727272727272727,0.0,0.1414141414141414
superiortemporal-lh,0.19642857142857142,0.017857142857142856,0.026785714285714284,0.1875,0.0,0.0,0.41964285714285715,0.15178571428571427
supramarginal-rh,0.22660098522167488,0.11330049261083744,0.11330049261083744,0.0,0.11330049261083744,0.12807881773399016,0.08374384236453201,0.22167487684729065
