,inferiorparietal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.16255144032921812,0.09053497942386832,0.09465020576131687,0.09259259259259259,0.1522633744855967,0.13786008230452676,0.13580246913580246,0.1337448559670782
postcentral-lh,0.125,0.18478260869565216,0.14130434782608695,0.029891304347826088,0.16576086956521738,0.10597826086956522,0.11141304347826086,0.1358695652173913
postcentral-rh,0.13846153846153847,0.15076923076923077,0.16923076923076924,0.036923076923076927,0.14153846153846153,0.1076923076923077,0.12923076923076923,0.12615384615384614
rostralmiddlefrontal-lh,0.15579710144927536,0.036231884057971016,0.03985507246376811,0.19927536231884058,0.14492753623188406,0.14130434782608695,0.15217391304347827,0.13043478260869565
superiorparietal-lh,0.14051094890510948,0.11496350364963503,0.08576642335766424,0.07664233576642336,0.177007299270073,0.13686131386861314,0.12226277372262774,0.145985401459854
superiorparietal-rh,0.1468682505399568,0.08423326133909287,0.07775377969762419,0.09287257019438445,0.15766738660907129,0.16630669546436286,0.12958963282937366,0.1447084233261339
supramarginal-lh,0.14678899082568808,0.08944954128440367,0.08944954128440367,0.09862385321100918,0.1444954128440367,0.13302752293577982,0.15825688073394495,0.13990825688073394
supramarginal-rh,0.1337448559670782,0.10905349794238683,0.08641975308641975,0.07818930041152264,0.1646090534979424,0.13786008230452676,0.13168724279835392,0.15843621399176955
