,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsorbitalis-lh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.5925925925925926,0.18518518518518517,0.18518518518518517,0.037037037037037035,0.0,0.0,0.0,0.0
frontalpole-rh,0.15151515151515152,0.48484848484848486,0.36363636363636365,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.07142857142857142,0.19642857142857142,0.7321428571428571,0.0,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.36363636363636365,0.0,0.18181818181818182,0.45454545454545453,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
