,Fp1,P8,TP10,F8,AF7,P6,TP8,AF8
Fp1,0.4411764705882353,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.3235294117647059
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.36363636363636365,0.0,0.0,0.3181818181818182,0.0,0.0,0.0,0.3181818181818182
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.39285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.32142857142857145
