,F7,FT9,AF3,FT7,P1,POz,P2,AF8
F7,0.8568507157464212,0.14314928425357873,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.3039647577092511,0.6960352422907489,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.5541069100391134,0.0,0.0,0.0,0.0,0.44589308996088656
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.4866385372714487,0.0,0.0,0.0,0.0,0.5133614627285513
