,F7,FT9,FC6,FT7,FC3,POz,FT8,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.6363636363636364,0.15818181818181817,0.0,0.0,0.20545454545454545,0.0,0.0
FC6,0.0,0.23943661971830985,0.4225352112676056,0.0,0.0,0.3380281690140845,0.0,0.0
FT7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.19089316987740806,0.20665499124343256,0.0,0.0,0.6024518388791593,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
