,F7,FT9,AF3,FT7,P1,POz,P2,AF8
F7,0.4962962962962963,0.5037037037037037,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.23367697594501718,0.7663230240549829,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
