,F7,FT9,FC6,FT7,FC3,POz,FT8,AF8
F7,0.5899182561307902,0.2506811989100817,0.0,0.0,0.15940054495912806,0.0,0.0,0.0
FT9,0.3034257748776509,0.5089722675367048,0.18760195758564438,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.5021459227467812,0.0,0.0,0.0,0.4978540772532189,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
