,F7,FT9,FC6,FT7,FC3,POz,FT8,AF8
F7,0.7665289256198347,0.2334710743801653,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.5022222222222222,0.49777777777777776,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.8586956521739131,0.0,0.0,0.14130434782608695
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.12834224598930483,0.0,0.0,0.8716577540106952
