,F7,FT9,AF3,FT7,P1,POz,P2,AF8
F7,0.5607064017660044,0.05187637969094923,0.0,0.38741721854304634,0.0,0.0,0.0,0.0
FT9,0.09760956175298804,0.9023904382470119,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FT7,0.29347826086956524,0.0,0.0,0.7065217391304348,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
