,F7,FT9,AF3,FT7,P1,POz,P2,AF8
F7,0.6031164069660861,0.3400549954170486,0.0,0.0,0.0,0.0,0.05682859761686526,0.0
FT9,0.4646840148698885,0.5353159851301115,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.5051546391752577,0.0,0.0,0.0,0.0,0.4948453608247423
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.8018348623853211,0.0,0.1981651376146789
P2,0.05825242718446602,0.0,0.0,0.0,0.0,0.0,0.941747572815534,0.0
AF8,0.0,0.0,0.29012875536480687,0.0,0.0,0.0927038626609442,0.0,0.6171673819742489
