,entorhinal-lh,fusiform-rh,insula-rh,isthmuscingulate-rh,lingual-lh,parahippocampal-rh,pericalcarine-lh,rostralanteriorcingulate-lh
entorhinal-lh,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.0
fusiform-rh,0.0,0.23684210526315788,0.2894736842105263,0.0,0.0,0.23684210526315788,0.0,0.23684210526315788
insula-rh,0.0,0.23684210526315788,0.2894736842105263,0.0,0.0,0.23684210526315788,0.0,0.23684210526315788
isthmuscingulate-rh,0.0,0.0,0.0,0.7058823529411765,0.29411764705882354,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.13636363636363635,0.5909090909090909,0.0,0.2727272727272727,0.0
parahippocampal-rh,0.0,0.23684210526315788,0.2894736842105263,0.0,0.0,0.23684210526315788,0.0,0.23684210526315788
pericalcarine-lh,0.17391304347826086,0.0,0.0,0.0,0.17391304347826086,0.0,0.6521739130434783,0.0
rostralanteriorcingulate-lh,0.0,0.23684210526315788,0.2894736842105263,0.0,0.0,0.23684210526315788,0.0,0.23684210526315788
