,cuneus-lh,cuneus-rh,entorhinal-rh,isthmuscingulate-lh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh
cuneus-lh,0.7183098591549296,0.07042253521126761,0.0,0.0,0.0,0.2112676056338028,0.0,0.0
cuneus-rh,0.08139534883720931,0.813953488372093,0.0,0.10465116279069768,0.0,0.0,0.0,0.0
entorhinal-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-lh,0.0,0.1262135922330097,0.0,0.5533980582524272,0.2815533980582524,0.0,0.038834951456310676,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.29464285714285715,0.4642857142857143,0.0,0.24107142857142858,0.0
parahippocampal-rh,0.13978494623655913,0.0,0.0,0.0,0.0,0.8602150537634409,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.08247422680412371,0.31958762886597936,0.0,0.5979381443298969,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
