,entorhinal-lh,fusiform-lh,inferiorparietal-lh,lateralorbitofrontal-lh,lingual-lh,parahippocampal-lh,temporalpole-lh,transversetemporal-lh
entorhinal-lh,0.23726851851851852,0.19444444444444445,0.13078703703703703,0.06481481481481481,0.12152777777777778,0.1550925925925926,0.010416666666666666,0.08564814814814815
fusiform-lh,0.18461538461538463,0.20512820512820512,0.11076923076923077,0.09230769230769231,0.14256410256410257,0.1671794871794872,0.003076923076923077,0.09435897435897436
inferiorparietal-lh,0.17940199335548174,0.16279069767441862,0.22425249169435216,0.059800664451827246,0.132890365448505,0.12790697674418605,0.026578073089700997,0.08637873754152824
lateralorbitofrontal-lh,0.09289617486338798,0.13934426229508196,0.060109289617486336,0.23497267759562843,0.1762295081967213,0.16666666666666666,0.0,0.12978142076502733
lingual-lh,0.12942477876106195,0.1670353982300885,0.09734513274336283,0.12942477876106195,0.1836283185840708,0.17809734513274336,0.0,0.11504424778761062
parahippocampal-lh,0.1535312180143296,0.18321392016376664,0.08700102354145343,0.11258955987717502,0.16069600818833163,0.19959058341862845,0.0,0.10337768679631525
temporalpole-lh,0.023696682464454975,0.004739336492890996,0.04265402843601896,0.0,0.0,0.0,0.8625592417061612,0.06635071090047394
transversetemporal-lh,0.10526315789473684,0.12894736842105264,0.07105263157894737,0.12763157894736843,0.14605263157894738,0.14210526315789473,0.021052631578947368,0.2578947368421053
