,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.14084507042253522,0.15492957746478872,0.1267605633802817,0.09859154929577464,0.08450704225352113,0.15492957746478872,0.11267605633802817,0.1267605633802817
inferiorparietal-rh,0.14084507042253522,0.15492957746478872,0.1267605633802817,0.09859154929577464,0.08450704225352113,0.15492957746478872,0.11267605633802817,0.1267605633802817
parstriangularis-rh,0.14492753623188406,0.14492753623188406,0.13043478260869565,0.10144927536231885,0.08695652173913043,0.14492753623188406,0.11594202898550725,0.13043478260869565
rostralmiddlefrontal-rh,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.11475409836065574,0.09836065573770492,0.13114754098360656,0.13114754098360656,0.13114754098360656
superiortemporal-lh,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.10909090909090909,0.12727272727272726,0.12727272727272726,0.12727272727272726
superiortemporal-rh,0.14084507042253522,0.15492957746478872,0.1267605633802817,0.09859154929577464,0.08450704225352113,0.15492957746478872,0.11267605633802817,0.1267605633802817
supramarginal-lh,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.10606060606060606,0.09090909090909091,0.13636363636363635,0.12121212121212122,0.13636363636363635
supramarginal-rh,0.14492753623188406,0.14492753623188406,0.13043478260869565,0.10144927536231885,0.08695652173913043,0.14492753623188406,0.11594202898550725,0.13043478260869565
