,caudalanteriorcingulate-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,lateralorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.16923076923076924,0.0,0.15384615384615385,0.12307692307692308,0.0,0.18461538461538463,0.18461538461538463,0.18461538461538463
entorhinal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.1527777777777778,0.0,0.2777777777777778,0.1111111111111111,0.0,0.1527777777777778,0.1527777777777778,0.1527777777777778
frontalpole-rh,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
lateraloccipital-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.16923076923076924,0.0,0.15384615384615385,0.12307692307692308,0.0,0.18461538461538463,0.18461538461538463,0.18461538461538463
rostralanteriorcingulate-lh,0.16923076923076924,0.0,0.15384615384615385,0.12307692307692308,0.0,0.18461538461538463,0.18461538461538463,0.18461538461538463
rostralanteriorcingulate-rh,0.16923076923076924,0.0,0.15384615384615385,0.12307692307692308,0.0,0.18461538461538463,0.18461538461538463,0.18461538461538463
