,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.055783803524148634,0.0048388569341732855,0.036519674974892724,0.007395234182415777,0.005386652058796676,0.010955902492467817,0.014333972427645393,0.017803341550260202,0.01259928786633799,0.007212635807541313,0.011047201679905048,0.02264219848443349,0.006117045558294531,0.017346845613074043,0.022368300922121793,0.01762074317538574,0.011868894366840134,0.02273349767187072,0.004382360996987127,0.026659362731671687,0.02875924404272802,0.005843147995982836,0.020085821236190998,0.016342554551264495,0.006756139870355154,0.0048388569341732855,0.00958641468090934,0.022916096046745184,0.009221217931160413,0.01013420980553273,0.005660549621108372,0.02766365379348124,0.004199762622112664,0.045010499406555285,0.007395234182415777,0.008216926869350863,0.011229800054779512,0.00703003743266685,0.013877476490459235,0.003834565872363736,0.037158769286953344,0.012234091116589062,0.019446726924130374,0.021911804984935633,0.018807632612069754,0.005751848808545604,0.030311330229160962,0.036519674974892724,0.005843147995982836,0.03085912535378435,0.02109011229800055,0.03149821966584498,0.026476764356797224,0.003286770747740345,0.0048388569341732855,0.018351136674883594,0.005295352871359445,0.005477951246233908,0.018077239112571898,0.01762074317538574,0.013329681365835844,0.01159499680452844
Fz,0.01038961038961039,0.05216450216450216,0.023593073593073593,0.01753246753246753,0.020346320346320345,0.0025974025974025974,0.00909090909090909,0.014935064935064935,0.027705627705627706,0.01103896103896104,0.024891774891774892,0.02727272727272727,0.01277056277056277,0.007792207792207792,0.005844155844155844,0.020346320346320345,0.009307359307359308,0.020346320346320345,0.01103896103896104,0.0158008658008658,0.02077922077922078,0.013636363636363636,0.003246753246753247,0.008441558441558441,0.004329004329004329,0.02943722943722944,0.006277056277056277,0.015151515151515152,0.008658008658008658,0.007142857142857143,0.02619047619047619,0.024458874458874458,0.017316017316017316,0.014502164502164502,0.005844155844155844,0.01883116883116883,0.004112554112554113,0.019913419913419914,0.023376623376623377,0.020562770562770564,0.0183982683982684,0.02077922077922078,0.01818181818181818,0.011471861471861472,0.01883116883116883,0.022727272727272728,0.0170995670995671,0.010822510822510822,0.01774891774891775,0.01818181818181818,0.0170995670995671,0.02554112554112554,0.024675324675324677,0.016233766233766232,0.03333333333333333,0.021645021645021644,0.01277056277056277,0.006493506493506494,0.0030303030303030303,0.020562770562770564,0.004978354978354979,0.002380952380952381
F3,0.03818301514154049,0.009874917709019092,0.05313646195805511,0.013636791121978745,0.009216589861751152,0.0057368569547634725,0.010909432897582996,0.011473713909526945,0.019655788582714193,0.0,0.014201072133922693,0.023417661995673845,0.009404683532399134,0.012978463274710805,0.013448697451330763,0.021348631618546037,0.011285620238878961,0.026991441737985518,0.003009498730367723,0.03319853286936895,0.029812846797705257,0.0014107025298598702,0.012508229098090849,0.014953446816514624,0.0023511708830997835,0.01043919872096304,0.006113044296059438,0.019091507570770244,0.011285620238878961,0.008182074673187247,0.006865418978651368,0.037430640458948554,9.404683532399135e-05,0.038747296153484434,0.002445217718423775,0.014953446816514624,0.00554876328411549,0.010063011379667074,0.018245086052854322,0.010909432897582996,0.03216401768080504,0.017022477193642433,0.018809367064798268,0.024358130348913758,0.012696322768738832,0.013636791121978745,0.030377127809649206,0.030377127809649206,0.001034515188563905,0.0271795354086335,0.019467694912066208,0.03329257970469294,0.028308097432521395,0.008182074673187247,0.010627292391611023,0.018809367064798268,0.011285620238878961,0.008934449355779178,0.0097808708736951,0.02163077212451801,0.011473713909526945,0.007993981002539265
F7,0.013754045307443365,0.012944983818770227,0.024271844660194174,0.05339805825242718,0.04174757281553398,0.0,0.007605177993527508,0.017475728155339806,0.04644012944983819,0.007605177993527508,0.0069579288025889965,0.018932038834951457,0.013754045307443365,0.01343042071197411,0.00744336569579288,0.009061488673139158,0.014401294498381878,0.016181229773462782,0.010032362459546926,0.016666666666666666,0.027831715210355986,0.013106796116504855,0.00825242718446602,0.011003236245954692,0.006634304207119741,0.012944983818770227,0.009061488673139158,0.021844660194174758,0.009385113268608414,0.0056634304207119745,0.011488673139158577,0.017637540453074432,0.010679611650485437,0.01715210355987055,0.0040453074433656954,0.05210355987055016,0.0,0.03932038834951456,0.013268608414239482,0.03996763754045307,0.02750809061488673,0.01262135922330097,0.013592233009708738,0.016828478964401296,0.007928802588996763,0.026375404530744335,0.018446601941747572,0.01423948220064725,0.009546925566343041,0.01423948220064725,0.012459546925566342,0.02087378640776699,0.019417475728155338,0.0033980582524271844,0.0186084142394822,0.023624595469255664,0.013592233009708738,0.007928802588996763,0.006310679611650485,0.011326860841423949,0.010679611650485437,0.0069579288025889965
FT9,0.010163439088037357,0.011811564345556929,0.014558439774756215,0.03488531795083093,0.054525477269605827,0.002197500343359429,0.014283752231836287,0.01593187748935586,0.03419859909353111,0.017854690289795357,0.006043125944238429,0.01373437714599643,0.017854690289795357,0.020738909490454607,0.009064688916357644,0.014146408460376321,0.017167971432495537,0.014009064688916358,0.015657189946435928,0.012086251888476857,0.02376047246257382,0.018678752918555145,0.010026095316577393,0.01881609669001511,0.012360939431396786,0.016755940118115643,0.016481252575195716,0.012086251888476857,0.015382502403516001,0.009476720230737536,0.016893283889575606,0.015382502403516001,0.017167971432495537,0.01277297074577668,0.009751407773657465,0.03694547452273039,0.0012360939431396785,0.03145172366433182,0.015519846174975965,0.0365334432083505,0.023073753605274,0.01661859634665568,0.014833127317676144,0.017854690289795357,0.004944375772558714,0.022799066062354073,0.011811564345556929,0.009202032687817607,0.013047658288696608,0.011948908117016894,0.010026095316577393,0.015519846174975965,0.015245158632056036,0.0031589067435791787,0.016755940118115643,0.014695783546216179,0.016481252575195716,0.013047658288696608,0.007828594973217964,0.015107814860596072,0.017167971432495537,0.010438126630957285
FC5,0.01856805664830842,0.0018882769472856019,0.00975609756097561,0.0,0.002202989771833202,0.05586152635719906,0.02738001573564123,0.014319433516915815,0.0003147128245476003,0.027852084972462627,0.011644374508261212,0.018410700236034618,0.016837136113296618,0.01793863099921322,0.012273800157356412,0.016207710464201417,0.012588512981904013,0.015578284815106216,0.02092840283241542,0.01951219512195122,0.005350118017309205,0.015420928402832415,0.025806451612903226,0.015735641227380016,0.008497246262785208,0.019040125885129818,0.027065302911093627,0.006766325727773407,0.02218725413060582,0.02155782848151062,0.021243115656963022,0.007710464201416208,0.01746656176239182,0.01888276947285602,0.015420928402832415,0.0,0.054602675059008655,0.0,0.02029897718332022,0.00047206923682140047,0.00975609756097561,0.024232887490165226,0.01951219512195122,0.02155782848151062,0.01809598741148702,0.006294256490952006,0.013847364280094414,0.018253343823760818,0.01793863099921322,0.014162077104642014,0.01667977970102282,0.008182533438237608,0.016050354051927618,0.024390243902439025,0.006136900078678206,0.012431156569630213,0.020456333595594022,0.02974036191974823,0.023446105428796223,0.004405979543666404,0.017781274586939417,0.013060582218725414
FC1,0.01881381209131582,0.004703453022828955,0.012848457037971779,0.004703453022828955,0.010783526442583458,0.02019043248824137,0.05529425260984284,0.014454514167718252,0.007341975450269588,0.026958816106458644,0.005391763221291729,0.02133761615234599,0.022599518182861076,0.02340254674773431,0.023746701846965697,0.012504301938740392,0.01537226109900195,0.019616840656189054,0.01984627738900998,0.0219112079843983,0.01238958357232993,0.01193071010668808,0.01388092233566594,0.02477916714465986,0.011357118274635768,0.018240220259263508,0.023173110014913387,0.009177469312836984,0.021108179419525065,0.02179648961798784,0.019960995755420444,0.012045428473098543,0.019043248824136744,0.017207754961569347,0.018469656992084433,0.007112538717448664,0.02133761615234599,0.004588734656418492,0.017093036595158886,0.006080073419754503,0.013995640702076402,0.023746701846965697,0.017207754961569347,0.017896065160032122,0.014683950900539176,0.008145004015142824,0.01388092233566594,0.01686359986233796,0.017781346793621658,0.014110359068486865,0.01388092233566594,0.016175289663875186,0.013192612137203167,0.013077893770792704,0.0079155672823219,0.012963175404382242,0.019157967190547208,0.023976138579786622,0.01193071010668808,0.010095216244120684,0.018699093724905358,0.008030285648732363
C3,0.024115365971885603,0.0075133301017935045,0.014541929229277752,0.012239457101308774,0.013330101793504604,0.011269995152690258,0.015632573921473582,0.05780416868637906,0.01345128453708192,0.019995152690256906,0.01054289869122637,0.03223460979156568,0.008240426563257392,0.017086766844401358,0.02108579738245274,0.020479883664566167,0.015269025690741638,0.008603974793989336,0.013572467280659235,0.013814832767813864,0.013330101793504604,0.015996122152205527,0.016723218613669412,0.018298594280174503,0.008361609306834706,0.02217644207464857,0.020722249151720794,0.024115365971885603,0.007028599127484246,0.008240426563257392,0.017813863305865246,0.017813863305865246,0.016480853126514785,0.022297624818225885,0.020237518177411536,0.012360639844886088,0.013572467280659235,0.010179350460494426,0.002060106640814348,0.007876878332525449,0.020964614638875424,0.0002423654871546292,0.00448376151236064,0.014299563742123121,0.018904507998061076,0.018056228793019873,0.020601066408143482,0.0224188075618032,0.018177411536597188,0.022297624818225885,0.017571497818710615,0.02532719340765875,0.021691711100339312,0.004120213281628696,0.01005816771691711,0.022782355792535142,0.007755695588948134,0.0075133301017935045,0.021206980126030055,0.015874939408628212,0.022297624818225885,0.016844401357246727
T7,0.020489470688673878,0.01807057484348321,0.029880478087649404,0.040409789413773475,0.03642572566875356,0.00042686397268070576,0.010102447353443369,0.0172168468981218,0.05264655663062037,0.0028457598178713715,0.012379055207740467,0.018782014797951052,0.009533295389869094,0.01195219123505976,0.009817871371656232,0.01195219123505976,0.012948207171314742,0.020347182697780308,0.005549231644849175,0.018497438816163916,0.02916903813318156,0.00796812749003984,0.004126351735913489,0.013232783153101878,0.0022766078542970974,0.01309049516220831,0.00796812749003984,0.024758110415480934,0.006545247581104155,0.004410927717700626,0.0099601593625498,0.02390438247011952,0.00597609561752988,0.024615822424587364,0.0021343198634035288,0.0398406374501992,0.00042686397268070576,0.031730221969265796,0.014797951052931132,0.030591918042117246,0.028457598178713718,0.013517359134889015,0.015224815025611838,0.020347182697780308,0.012805919180421172,0.021485486624928857,0.0221969265793967,0.02006260671599317,0.005406943653955606,0.017359134889015367,0.01579396698918611,0.0271770062606716,0.02603870233352305,0.0035571997723392148,0.016220830961866817,0.025327262379055207,0.013517359134889015,0.0032726237905520775,0.00597609561752988,0.015224815025611838,0.008252703471826979,0.0049800796812749
TP9,0.007186952916244356,0.004607021100156638,9.214042200313278e-05,0.00433059983414724,0.012715378236432323,0.01667741638256703,0.02063945452870174,0.014189624988482447,0.0022113701280751866,0.05906201050400811,0.01225467612641666,0.014005344144476182,0.026352160692895973,0.02791854786694923,0.013821063300469916,0.01732239933658896,0.02718142449092417,0.010504008108357136,0.04293743665345987,0.008108357136275684,0.00663411038422556,0.0331705519211278,0.021100156638717404,0.01861236524463282,0.015018888786510642,0.02561503731687091,0.03492121993918732,0.0034091956141159125,0.02063945452870174,0.016308854694554502,0.031327743481065144,0.0002764212660093983,0.04155533032341288,0.004883442366166037,0.017783101446604624,0.0064498295402192945,0.018059522712614025,0.008569059246291349,0.017690961024601493,0.01059614853036027,0.007924076292269419,0.023772228876808257,0.017138118492582698,0.017138118492582698,0.011886114438404129,0.014558186676494979,0.0025799318160877175,0.007279093338247489,0.035105500783193584,0.005067723210172303,0.012162535704413526,0.0019349488620657882,0.007094812494241223,0.012070395282410393,0.010043305998341473,0.00893762093430388,0.019533769464664147,0.030129917995024416,0.019810190730673548,0.00497558278816917,0.020455173684695478,0.015663871740532572
