,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.09066947812335266,0.03716394306800211,0.0,0.016341591987348445,0.06404849762783342,0.04348972061149183,0.04322614654717976,0.035582498682129676,0.042698998418555616,0.016341591987348445,0.0,0.01686874011597259,0.0,0.0,0.0,0.0,0.0,0.0,0.019504480759093307,0.046125461254612546,0.0,0.022930943595150237,0.04428044280442804,0.04454401686874011,0.0,0.0,0.0002635740643120717,0.05482340537691091,0.06642066420664207,0.0,0.0,0.0,0.0,0.0,0.04665260938323669,0.0,0.0,0.0,0.014760147601476014,0.0,0.025830258302583026,0.0,0.0,0.0,0.008961518186610437,0.010542962572482868,0.0,0.0,0.017923036373220874,0.0,0.0,0.0,0.030311017395888245,0.054032683183974695,0.01555086979441223,0.0,0.0,0.03110173958882446,0.0,0.0,0.03900896151818661,0.0
F3,0.062255115367871136,0.06617326948193296,0.0,0.0060949063996517195,0.05964301262516326,0.06660861993905094,0.04309969525468002,0.04092294296909012,0.045276447540269917,0.0,0.0,0.027862429255550717,0.0,0.0,0.0,0.0,0.0,0.0,0.01001306051371354,0.06007836308228123,0.0,0.0,0.05093600348280366,0.0631258162821071,0.0,0.0,0.00522420548541576,0.049629952111449716,0.06660861993905094,0.0,0.0,0.0,0.0,0.0,0.039616891597736174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195907705703091,0.0,0.0,0.0,0.029603831084022637,0.0,0.0,0.0,0.054854157596865474,0.03221593382673052,0.025685676969960818,0.0,0.0,0.029168480626904657,0.0,0.0,0.0457117979973879,0.0
F7,0.0,0.0,0.8639455782312925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1360544217687075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.08115183246073299,0.015706806282722512,0.0,0.07984293193717278,0.05366492146596859,0.04712041884816754,0.0,0.07068062827225131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08115183246073299,0.06544502617801047,0.0,0.0,0.08115183246073299,0.05235602094240838,0.0,0.0,0.0,0.02617801047120419,0.03534031413612566,0.0,0.0,0.0,0.0,0.0,0.08115183246073299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014397905759162303,0.0,0.0,0.0,0.0,0.060209424083769635,0.0,0.0,0.0,0.08115183246073299,0.0,0.0,0.07329842931937172,0.0
FC5,0.07034442498540572,0.03940455341506129,0.0,0.012551079976649154,0.07589025102159953,0.046409807355516634,0.039988324576765905,0.03590192644483362,0.046409807355516634,0.023934617629889084,0.0,0.018680677174547577,0.0,0.0,0.0,0.0,0.0,0.0,0.015178050204319907,0.04816112084063047,0.0,0.01926444833625219,0.04261529480443666,0.04757734967892586,0.0,0.0,0.0,0.06363105662580268,0.07209573847051956,0.0,0.0,0.0,0.0,0.0,0.05107997664915353,0.0,0.0,0.0,0.0,0.0,0.028312901342673672,0.0,0.0,0.0,0.008172796263864565,0.0,0.0,0.0,0.0198482194979568,0.0,0.0,0.0,0.03181552831290134,0.05837711617046118,0.017221249270286048,0.0,0.0,0.028021015761821366,0.0,0.0,0.03911266783420899,0.0
FC1,0.06369183829138063,0.057589626239511825,0.0,0.014492753623188406,0.06140350877192982,0.06674294431731502,0.03737604881769641,0.04500381388253242,0.03966437833714721,0.0,0.0,0.02440884820747521,0.0,0.0,0.0,0.0,0.0,0.0,0.01792524790236461,0.06178489702517163,0.0,0.0,0.05377574370709382,0.06445461479786423,0.0,0.0,0.004195270785659802,0.046147978642257816,0.06331045003813883,0.0,0.0,0.0,0.0,0.0,0.043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016781083142639208,0.0,0.0,0.0,0.02593440122044241,0.0,0.0,0.0,0.04767353165522502,0.03737604881769641,0.02250190694126621,0.0,0.0,0.03470633104500381,0.0,0.0,0.04919908466819222,0.0
C3,0.06899383983572896,0.04147843942505133,0.0,0.0,0.05790554414784394,0.04106776180698152,0.11581108829568788,0.016837782340862424,0.052566735112936344,0.016837782340862424,0.0,0.020944558521560575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03490759753593429,0.0,0.04106776180698152,0.026283367556468172,0.037782340862423,0.0,0.0,0.019301848049281315,0.05215605749486653,0.07392197125256673,0.0,0.0,0.0,0.0,0.0,0.02135523613963039,0.0,0.0,0.0,0.0,0.0,0.06119096509240246,0.0,0.0,0.0,0.03285420944558522,0.0,0.0,0.0,0.006981519507186858,0.0,0.0,0.0,0.053388090349075976,0.05503080082135524,0.024229979466119097,0.0,0.0,0.005749486652977412,0.0,0.0,0.02135523613963039,0.0
T7,0.06456241032998565,0.04399808703969393,0.0,0.026781444285031087,0.05786704925872788,0.05547584887613582,0.018651362984218076,0.06408417025346724,0.02582496413199426,0.0,0.0,0.025346724055475847,0.0,0.0,0.0,0.0,0.0,0.0,0.031085604973696796,0.06217120994739359,0.0,0.0,0.06456241032998565,0.05738880918220947,0.0,0.0,0.0,0.04782400765184122,0.05117168818747011,0.0,0.0,0.0,0.0,0.0,0.06360593017694882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.0,0.0,0.0,0.03156384505021521,0.05117168818747011,0.007651841224294596,0.0,0.0,0.05212816834050694,0.0,0.0,0.06456241032998565,0.0
TP9,0.07278481012658228,0.04701627486437613,0.0,0.0,0.07278481012658228,0.04701627486437613,0.05605786618444846,0.02531645569620253,0.07414104882459313,0.02802893309222423,0.0,0.028933092224231464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045207956600361664,0.0,0.021247739602169982,0.03571428571428571,0.04701627486437613,0.0,0.0,0.0004520795660036166,0.06238698010849909,0.07504520795660036,0.0,0.0,0.0,0.0,0.0,0.04159132007233273,0.0,0.0,0.0,0.0,0.0,0.02802893309222423,0.0,0.0,0.0,0.015370705244122965,0.0,0.0,0.0,0.014466546112115732,0.0,0.0,0.0,0.04701627486437613,0.04430379746835443,0.02667269439421338,0.0,0.0,0.013110307414104882,0.0,0.0,0.030289330922242313,0.0
CP5,0.06622516556291391,0.0,0.0,0.0,0.08830022075055188,0.0,0.04304635761589404,0.0,0.0684326710816777,0.15562913907284767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05518763796909492,0.0,0.0,0.0,0.0,0.0,0.13134657836644592,0.08940397350993377,0.0,0.0,0.0,0.0,0.0,0.0695364238410596,0.0,0.0,0.0,0.0,0.0,0.08940397350993377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434878587196468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
