,entorhinal-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
entorhinal-rh,0.4269340974212034,0.1332378223495702,0.05730659025787966,0.12464183381088825,0.07879656160458452,0.06446991404011461,0.02148997134670487,0.09312320916905444
frontalpole-lh,0.10884353741496598,0.40816326530612246,0.06575963718820861,0.1836734693877551,0.13718820861678005,0.06349206349206349,0.01020408163265306,0.022675736961451247
frontalpole-rh,0.03418803418803419,0.04843304843304843,0.41975308641975306,0.08641975308641975,0.1623931623931624,0.18138651471984804,0.019943019943019943,0.04748338081671415
medialorbitofrontal-lh,0.08196721311475409,0.16700819672131148,0.09733606557377049,0.39344262295081966,0.13831967213114754,0.06454918032786885,0.02663934426229508,0.030737704918032786
medialorbitofrontal-rh,0.050445103857566766,0.11770524233432245,0.17507418397626112,0.12462908011869436,0.3768545994065282,0.11671612265084075,0.008902077151335312,0.02967359050445104
parsorbitalis-rh,0.04978813559322034,0.059322033898305086,0.2097457627118644,0.07415254237288135,0.13347457627118645,0.3633474576271186,0.037076271186440676,0.07309322033898305
temporalpole-lh,0.02717391304347826,0.02717391304347826,0.03804347826086957,0.06159420289855073,0.019927536231884056,0.06702898550724638,0.7101449275362319,0.04891304347826087
temporalpole-rh,0.1296,0.0256,0.08,0.0464,0.0416,0.104,0.0576,0.5152
