,frontalpole-rh,lateralorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,transversetemporal-rh
frontalpole-rh,0.64,0.145,0.0,0.06,0.0,0.135,0.02,0.0
lateralorbitofrontal-rh,0.07621951219512195,0.4176829268292683,0.17682926829268292,0.29878048780487804,0.0,0.0,0.0,0.03048780487804878
parahippocampal-rh,0.0,0.2013888888888889,0.6354166666666666,0.14583333333333334,0.0,0.0,0.0,0.017361111111111112
parsorbitalis-rh,0.02877697841726619,0.3237410071942446,0.1366906474820144,0.5107913669064749,0.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.7516778523489933,0.2483221476510067,0.0,0.0
rostralanteriorcingulate-rh,0.15048543689320387,0.0,0.0,0.0,0.16019417475728157,0.6213592233009708,0.06796116504854369,0.0
temporalpole-lh,0.02654867256637168,0.0,0.0,0.0,0.0,0.061946902654867256,0.8362831858407079,0.0752212389380531
transversetemporal-rh,0.0,0.06936416184971098,0.04046242774566474,0.0,0.0,0.0,0.09826589595375723,0.791907514450867
