,frontalpole-lh,frontalpole-rh,lingual-rh,parahippocampal-rh,parsorbitalis-rh,pericalcarine-rh,posteriorcingulate-lh,temporalpole-lh
frontalpole-lh,0.6595744680851063,0.0,0.02127659574468085,0.0,0.0,0.3191489361702128,0.0,0.0
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lingual-rh,0.047058823529411764,0.0,0.8470588235294118,0.08235294117647059,0.023529411764705882,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.04411764705882353,0.6911764705882353,0.19117647058823528,0.07352941176470588,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.09166666666666666,0.85,0.058333333333333334,0.0,0.0
pericalcarine-rh,0.24528301886792453,0.0,0.0,0.009433962264150943,0.04716981132075472,0.6981132075471698,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
