,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,precentral-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh
caudalmiddlefrontal-rh,0.12299465240641712,0.12834224598930483,0.12299465240641712,0.12834224598930483,0.12834224598930483,0.11229946524064172,0.12834224598930483,0.12834224598930483
inferiorparietal-rh,0.11822660098522167,0.12807881773399016,0.11822660098522167,0.1330049261083744,0.1330049261083744,0.10344827586206896,0.1330049261083744,0.1330049261083744
parsopercularis-lh,0.12299465240641712,0.12834224598930483,0.12299465240641712,0.12834224598930483,0.12834224598930483,0.11229946524064172,0.12834224598930483,0.12834224598930483
postcentral-lh,0.11538461538461539,0.125,0.11538461538461539,0.13942307692307693,0.1346153846153846,0.10096153846153846,0.12980769230769232,0.13942307692307693
precentral-lh,0.11538461538461539,0.125,0.11538461538461539,0.13942307692307693,0.1346153846153846,0.10096153846153846,0.12980769230769232,0.13942307692307693
rostralmiddlefrontal-rh,0.12574850299401197,0.12574850299401197,0.12574850299401197,0.12574850299401197,0.12574850299401197,0.11976047904191617,0.12574850299401197,0.12574850299401197
superiorfrontal-rh,0.11940298507462686,0.12437810945273632,0.11940298507462686,0.13432835820895522,0.13432835820895522,0.1044776119402985,0.12935323383084577,0.13432835820895522
superiorparietal-lh,0.11538461538461539,0.125,0.11538461538461539,0.13942307692307693,0.1346153846153846,0.10096153846153846,0.12980769230769232,0.13942307692307693
