,Oz,FC2,F8,FC3,P1,PO8,F6,F2
Oz,0.26373626373626374,0.12087912087912088,0.2967032967032967,0.0,0.01098901098901099,0.27472527472527475,0.01098901098901099,0.02197802197802198
FC2,0.25,0.20833333333333334,0.25,0.0,0.0,0.25,0.0,0.041666666666666664
F8,0.25252525252525254,0.1111111111111111,0.30303030303030304,0.0,0.020202020202020204,0.2727272727272727,0.020202020202020204,0.020202020202020204
FC3,0.0,0.0,0.0,0.32432432432432434,0.2972972972972973,0.0,0.3783783783783784,0.0
P1,0.0,0.0,0.0,0.23636363636363636,0.36363636363636365,0.0,0.4,0.0
PO8,0.2604166666666667,0.11458333333333333,0.3125,0.0,0.0,0.2916666666666667,0.0,0.020833333333333332
F6,0.0,0.0,0.0,0.175,0.2625,0.0,0.5625,0.0
F2,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.0,0.21428571428571427,0.0,0.14285714285714285
