,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.16,0.12,0.2,0.2,0.12,0.0,0.16,0.04
caudalmiddlefrontal-rh,0.09090909090909091,0.45454545454545453,0.15151515151515152,0.09090909090909091,0.06060606060606061,0.0,0.12121212121212122,0.030303030303030304
inferiorparietal-rh,0.12903225806451613,0.0967741935483871,0.1935483870967742,0.1935483870967742,0.12903225806451613,0.03225806451612903,0.1935483870967742,0.03225806451612903
postcentral-lh,0.09090909090909091,0.09090909090909091,0.12121212121212122,0.24242424242424243,0.12121212121212122,0.09090909090909091,0.18181818181818182,0.06060606060606061
postcentral-rh,0.08,0.08,0.12,0.24,0.24,0.0,0.2,0.04
superiorfrontal-rh,0.0625,0.125,0.125,0.1875,0.0625,0.1875,0.0625,0.1875
superiorparietal-lh,0.1,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.03333333333333333,0.23333333333333334,0.03333333333333333
superiortemporal-rh,0.06896551724137931,0.034482758620689655,0.10344827586206896,0.13793103448275862,0.10344827586206896,0.06896551724137931,0.1724137931034483,0.3103448275862069
