,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.13675213675213677,0.11965811965811966,0.1282051282051282,0.1111111111111111,0.1111111111111111,0.1282051282051282,0.13675213675213677,0.1282051282051282
postcentral-lh,0.12403100775193798,0.12403100775193798,0.13178294573643412,0.10852713178294573,0.11627906976744186,0.13178294573643412,0.13178294573643412,0.13178294573643412
postcentral-rh,0.1297709923664122,0.12213740458015267,0.1297709923664122,0.10687022900763359,0.11450381679389313,0.1297709923664122,0.13740458015267176,0.1297709923664122
superiorfrontal-rh,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.11818181818181818,0.11818181818181818,0.12727272727272726,0.12727272727272726,0.12727272727272726
superiorparietal-rh,0.1271186440677966,0.1271186440677966,0.1271186440677966,0.11864406779661017,0.11864406779661017,0.1271186440677966,0.1271186440677966,0.1271186440677966
superiortemporal-lh,0.1297709923664122,0.12213740458015267,0.1297709923664122,0.10687022900763359,0.11450381679389313,0.1297709923664122,0.13740458015267176,0.1297709923664122
superiortemporal-rh,0.125,0.125,0.1323529411764706,0.10294117647058823,0.11029411764705882,0.1323529411764706,0.13970588235294118,0.1323529411764706
supramarginal-rh,0.125,0.125,0.1323529411764706,0.10294117647058823,0.11029411764705882,0.1323529411764706,0.13970588235294118,0.1323529411764706
