,cuneus-lh,entorhinal-lh,inferiorparietal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,paracentral-lh,rostralmiddlefrontal-lh
cuneus-lh,0.13761467889908258,0.08256880733944955,0.11926605504587157,0.10091743119266056,0.14678899082568808,0.13761467889908258,0.13761467889908258,0.13761467889908258
entorhinal-lh,0.13432835820895522,0.11940298507462686,0.13432835820895522,0.07462686567164178,0.13432835820895522,0.13432835820895522,0.13432835820895522,0.13432835820895522
inferiorparietal-lh,0.12222222222222222,0.1,0.16666666666666666,0.07777777777777778,0.13333333333333333,0.13333333333333333,0.14444444444444443,0.12222222222222222
lateralorbitofrontal-rh,0.14130434782608695,0.07608695652173914,0.09782608695652174,0.17391304347826086,0.13043478260869565,0.11956521739130435,0.11956521739130435,0.14130434782608695
medialorbitofrontal-lh,0.1308411214953271,0.08411214953271028,0.1308411214953271,0.09345794392523364,0.14018691588785046,0.14018691588785046,0.14953271028037382,0.1308411214953271
medialorbitofrontal-rh,0.12871287128712872,0.0891089108910891,0.13861386138613863,0.0891089108910891,0.13861386138613863,0.13861386138613863,0.1485148514851485,0.12871287128712872
paracentral-lh,0.12745098039215685,0.08823529411764706,0.14705882352941177,0.08823529411764706,0.13725490196078433,0.13725490196078433,0.14705882352941177,0.12745098039215685
rostralmiddlefrontal-lh,0.13761467889908258,0.08256880733944955,0.11926605504587157,0.10091743119266056,0.14678899082568808,0.13761467889908258,0.13761467889908258,0.13761467889908258
