,caudalmiddlefrontal-rh,inferiorparietal-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.22413793103448276,0.10344827586206896,0.0,0.15517241379310345,0.0,0.13793103448275862,0.2413793103448276,0.13793103448275862
inferiorparietal-rh,0.109375,0.21875,0.0,0.078125,0.0,0.234375,0.109375,0.25
rostralmiddlefrontal-lh,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0
superiorfrontal-lh,0.14814814814814814,0.05555555555555555,0.0,0.5185185185185185,0.0,0.05555555555555555,0.12962962962962962,0.09259259259259259
superiorfrontal-rh,0.0,0.0,0.46153846153846156,0.0,0.5384615384615384,0.0,0.0,0.0
superiorparietal-rh,0.10666666666666667,0.18666666666666668,0.0,0.06666666666666667,0.0,0.29333333333333333,0.12,0.22666666666666666
superiortemporal-rh,0.21739130434782608,0.10144927536231885,0.0,0.11594202898550725,0.0,0.13043478260869565,0.2898550724637681,0.14492753623188406
supramarginal-rh,0.12195121951219512,0.1951219512195122,0.0,0.0975609756097561,0.0,0.21951219512195122,0.12195121951219512,0.24390243902439024
