,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.65,0.0,0.0,0.0,0.0,0.0,0.35,0.0
parstriangularis-rh,0.0,0.6818181818181818,0.0,0.0,0.0,0.0,0.3181818181818182,0.0
postcentral-rh,0.0,0.0,0.36363636363636365,0.21818181818181817,0.23636363636363636,0.01818181818181818,0.0,0.16363636363636364
rostralmiddlefrontal-lh,0.0,0.0,0.18333333333333332,0.55,0.15,0.08333333333333333,0.0,0.03333333333333333
superiorfrontal-rh,0.0,0.0,0.2833333333333333,0.2,0.38333333333333336,0.03333333333333333,0.0,0.1
superiorparietal-rh,0.0,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.5,0.0,0.16666666666666666
superiortemporal-rh,0.30357142857142855,0.19642857142857142,0.0,0.0,0.0,0.0,0.5,0.0
supramarginal-lh,0.0,0.0,0.2777777777777778,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.0,0.4444444444444444
