,F7,FT9,F8,P1,POz,P2,FT8,AF8
F7,0.7304964539007093,0.04964539007092199,0.0,0.0,0.2198581560283688,0.0,0.0,0.0
FT9,0.06646525679758308,0.7613293051359517,0.17220543806646527,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.12020725388601036,0.8797927461139896,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.2929936305732484,0.0,0.0,0.0,0.7070063694267515,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
