,F7,P8,CP6,FC6,AF7,FT7,FT8,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.8736263736263736,0.0,0.0,0.0,0.0,0.12637362637362637,0.0
CP6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.5054945054945055,0.0,0.0,0.0,0.0,0.4945054945054945,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
