,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2
Fz,-0.001747386344357768,-0.007661007909933647,0.004381592131399046,-0.008291843559300575,-0.007060814570728345,-0.01077326816505842,-0.004023352539003745,0.015482457578691131,0.0025828196657870783,0.007073897804280508,0.010172644456328383,0.00729243944894453,0.0048186754207270935,0.011064370111593957,0.013766143914019742,-0.0007326610789209053,0.008042229234950172,0.0019461309908836572,-0.0020290201613489788,0.0013152953415167257,0.0011715519202528703,-0.00308161794496314,-0.0016915243800462443,-0.0014153132190667817,-0.003846728886049597,-0.004834426945332659,-0.0060442817532875715,-0.0021344606949107864,0.007773678651511115,0.0019443234388797376,0.0005118815127282215,-0.01247968333066074,0.0019884793521182742,0.006811200246377946,0.005716254101529163,-0.002257029935557328,-0.003344315502865702,-0.00040463342716249694,-0.0008516152155596153,-0.01991810412239778,0.00013789039572736222,-0.008556348669207051,-0.013661133749982679,-0.010698469941658247,0.013449822313334319,-0.011802884216051353,0.0063624109059769104,-0.01110491092082466,5.723914679069478e-05,-0.016646779290928334,0.015656843310116617,0.0018041951216237195,0.014118960850403296,0.0016068276575770032,0.007601100472089544,0.0005731661330514934,0.0008818271561965053,-0.00605960290836839,-0.003058636212341913,0.010105506810468618
F3,0.0001382155575747647,0.006028828300044586,-0.005176000496650432,-0.019290241383397203,0.004784493219028484,-0.0070416001173901,0.004675455874302285,0.000989237359399956,0.008254668796243515,0.0009580838323353293,0.001275488608080729,0.0081437125748503,0.005810753610592204,0.002410786344370637,0.011348970296917945,0.002698956469718433,0.011261379220823198,0.003215021418049856,-0.007450490160113327,-0.006794234339991083,0.000494618679699978,-0.0034643060721159004,-0.0028626253619057837,-0.00946209372019392,0.008178760292798005,0.0012890900573969861,0.0037680529609960094,-0.00252377431752894,0.009051115488156576,0.0046579602341029515,-0.003990078278880505,0.004663829739202085,0.011331474656718608,0.0009619780232184077,-0.000942507068803016,-0.008883721717733242,0.00047904191616766467,0.0033532934131736527,-0.0012638624729805238,-0.007119483935051667,0.00035437137036012714,-0.0011995801046352159,-0.005248127684310926,0.002165339443638642,0.003592814371257485,-0.02801622015159126,0.00122486412660071,-0.0025335380135111454,-0.003966769571131068,-0.002808106689542688,0.008718133948878867,-0.001254155214547345,0.0036726170655860743,-0.0008996709690891544,0.0017740014786637847,-0.0031177230835219283,-0.0016864104025690382,-0.005000761906911908,0.0009580838323353293,-0.0006874093471868703
F7,0.0062989361895983064,-0.006527060103345118,-0.00534466652478402,0.011259986652945995,-0.004145683678945934,0.003138379931696915,-0.0070049685285268355,-0.00038284246866175653,-0.002359457962452901,0.003762841210284175,0.015074830488632139,0.0002495266471767149,-0.005329108714539796,-0.011386168229954408,-0.010952096728665258,-0.002359457962452901,-0.006461304717506264,0.00966492430652565,-0.0010223458289768603,0.004490276282642605,0.015758428637098004,0.002873553338534167,-0.012179616552409879,0.012178842959635306,-0.0033667617097019216,-0.010136214215747116,-0.011797289812264505,-0.00974675323112511,-0.00655662853828442,-0.0008673694098037242,0.004306505021304748,0.008018890791736103,-0.014840345923183269,0.01272250677065587,-0.008071409145654455,9.532382077815163e-05,-0.002345189473499633,0.0002569187559115383,-0.0059686120748549,-0.010621256885405468,-0.004675079001013233,-0.0025582713055186043,-2.9568434939300503e-05,-0.0007424771540862716,0.022858720986402986,0.018426550116606218,-0.00032396346304134835,-0.012105953329319819,-0.016317650258362796,-0.004064886211379241,0.0010360985894137444,-0.00436615761969973,0.007629171942855907,0.00739391378463246,0.010789728200757296,-0.007468092736238902,0.004975576816559149,-0.001822928395908966,0.01135531047372415,0.019631893614146367
FT9,-0.0034998860286589648,-0.025114261098683727,0.007626807604786023,0.002720631130788881,-0.018460266499766263,-0.017623446416084255,-0.016527003480955198,0.028194964398443805,0.0002750765926046122,0.008763816610453683,0.02153131121130287,0.011001131986539792,-0.01204850929349359,0.005430058299238517,-0.005675386440114821,0.0010597402998798475,0.002109822011536219,0.008738704281072644,0.006989727125565507,0.0111970081557119,0.012674772153903809,0.01852285415145439,-0.011473243778903325,0.007923133091482286,0.007702144592929141,-0.004790273415315431,-0.0022817448819141013,-0.012598662478702814,-0.007044974250203796,0.005257362741802756,0.01729119098119666,0.0024795527687309004,-0.006425279229785541,0.009573592647109955,0.007926996526771675,0.011324501520261786,0.0012730019278542094,-0.0009237473776932958,-0.005355880341682216,-0.020968795033167592,0.0018386088542209963,-0.010921158876049407,-0.019014283120264878,-0.020672469546471332,0.009916279357278906,0.009850600957359262,0.01236878807898407,-0.019252657077620278,-0.01736961871757129,-0.014299346693092565,0.0024273963923241264,-0.022330655972677783,0.0021059585762468296,0.007374911623917756,-0.004009473143329587,-0.001231663170257729,-0.00213802508914877,-0.0011215552645100972,0.019003465501454587,0.02069835456291025
FC5,0.0014534260859628313,0.006773925782024973,-0.0029504986009335574,-0.01255072905407872,0.004128952184146661,-0.002869554314409828,0.0012260678694035326,0.0038900871817580144,0.002990177172758915,0.0034790171776473144,0.0013514521563716643,0.006972715426870011,0.006104151489612943,0.0008725317944396033,0.006039872203255862,0.0029433564580049927,0.010669171178120282,0.003081834673675489,-0.0009760928669037862,-0.0027743257420289723,-0.003923020396373061,-0.0013550232278359466,0.0005892267916065529,-0.00673583435307263,0.0036167018218813025,0.005781961486391042,-0.003567897178536115,0.00010197392959116619,0.004464632901789181,0.0042067221849243636,-0.002615611454727544,-0.0008761028659038869,0.0040103132543888465,0.004624934331963629,-0.00283860502838605,-0.005789103629319607,0.0004348771472059143,0.0030441400304414,0.0018442600184425985,-0.010118432601184328,-0.0016438832307245493,-0.002001783948589268,-0.0014125571569827133,-0.0003694075036940747,0.0030441400304414,-0.023807936666650795,0.0031056418167707033,-0.010374359389457882,-0.000580497505804977,-0.007115558285441297,0.014917159077743016,-0.0008657864372292948,0.008105935438202209,-0.002239458593823157,0.0033671236050998067,-0.010667980820965525,-0.0008146010795745829,-0.007493695074936951,0.0020037678771805357,8.808642945229276e-05
FC1,0.0026541223235129925,0.0005504946098413219,0.0036753531464687504,-0.012141868631453693,0.0016959437466183558,-0.000800009053655848,0.002640649621363178,0.007596448380150075,-0.002719060747875087,0.003485926954242392,0.003215395095074164,0.00799550981782751,0.002090424465564851,0.009711393163627584,0.012685626890220111,-0.01673255716198068,0.0035287701470787945,0.005470186526866723,0.0004939092608121139,0.0016280413277832972,-0.003948040637980948,-0.010308772776950255,-0.005212857915805311,-0.0033301825173905637,0.0015851981349468969,-0.00884536786943766,-0.006676262823317907,-0.008024610854471103,0.013849129447877886,-0.004710056671574325,0.004324737390089695,-0.001208501382838149,0.002405955149913451,0.007977456396946763,0.006004513894128273,-0.01282062336576123,0.0006922274364573475,-0.0018692026962649358,-0.0065048900519722955,-0.020139534081625176,0.010473678651263956,0.0009223411891761384,-0.0051969601272685295,-0.004694158883037546,0.00799550981782751,-0.018074168842058973,0.010054138706318806,-0.01012823856814277,-0.0026649004852328413,-0.005850925089620412,0.019946066078753873,-0.003970405323549635,0.020241387709877753,-0.0006334864550841656,0.009023746445901173,-0.010942259232034422,0.006559319768657536,-0.012834096067911041,0.007346125574206565,0.002462271044899666
C3,0.004590056397884401,0.008711811283260151,-0.00498863886499148,-0.010449087118989802,0.003959077112772089,-0.0006638656272828607,0.004900064983412132,0.0023546620994114656,0.0076576943955534126,0.001916616021699724,0.0014724311601161458,0.007371802460950757,0.003786314195236125,-0.00020915713620470525,0.003315381775353836,0.003502176198882566,0.009229661551305763,0.0051250075638586984,0.0019701111382971533,0.0008208431005769581,-0.0032474166682013622,-0.005253045056042713,-0.0022546876192129917,-0.005290316243836003,-0.0007717328296022678,0.005243398395672684,-0.0006550959360373792,-0.00525830687079,0.003784560256987028,0.005388536785785384,-0.0007423543639299094,-0.0039862631556330805,-0.00109840382849641,0.00580860499644389,-0.0057827344072697235,-0.004013887683056343,0.00047180938900684123,0.00047180938900684123,0.0010238614529098269,-0.012047801833040866,-0.004763257799982636,-0.0024265735676244037,0.0010418393199630588,0.004080098851959715,0.0033026657230478887,-0.02121432160737917,0.0018846066486537206,-0.005562615157008167,-0.0004288379019039869,-0.004618996378994482,0.016681706687152666,-0.001197062855008063,0.008275519143797504,-0.0035732106979709565,0.0034771825788329474,-0.016091067981769566,-0.0050215252071620295,-0.0059340115812542595,0.0034771825788329474,0.002447182342051283
T7,0.012710496812112839,-0.0001659060281077652,-0.01349416214624645,0.01804836755263128,-0.00020497604837887637,0.0006760812203435908,-0.003620488545123042,-0.0005328244793495127,-0.014763371572879743,0.005956762510899969,0.016791615233910512,0.004446338176505896,-0.0005806710983771784,-0.017378798002332874,-0.0013119599560603816,-0.0067041889856516755,-0.009158522360508703,-0.0009620284701539021,0.004617057178125317,-0.006160606094923162,0.002302866267284237,0.004277600987508918,-0.006895858577851263,0.002749057223423893,-0.007557500877659877,-0.0008371742749396964,-0.008873424458965155,-0.0008190548452487456,0.0008935143766349955,-0.0025372863889109084,0.0070294893718220244,-0.007429815521556459,-0.027572959016114968,-0.0018459168997655775,-0.015541374585234934,-0.0007675277170651057,-0.0009076701810810522,0.000572177615709546,0.0023943127640057528,-0.003252437629525611,0.007527207456145317,-0.010858634474479916,-0.0009926050077573808,0.002119690157752285,0.012469281904352059,0.019455737630658075,0.006982775217150038,-0.0026278835373656608,0.0053302266061175715,0.006514501206074539,0.010525973069997622,-0.002350429770222982,0.013130074855893912,0.002787277895428243,0.009266389590387645,-0.01432567409940772,0.001554307328176848,-0.018904510605528693,0.006039715524953852,0.022767346522768194
TP9,0.011672428109853597,0.017078514714295428,-0.0015233043670304456,0.0008628127696289905,0.010020044956101357,0.0021133609957470732,0.013995284787481663,-0.009478650218947319,0.003400530414618033,-0.01088978268722195,-0.009149558580495192,0.001077424188828103,0.009408215250262494,-0.006093217468121782,0.0184043640982546,-0.0076285625339619426,-0.0014792591164622532,0.0006727818443730323,-0.0011698817827970232,-0.0020326945524260136,-0.020924176662630224,-0.020339235771231715,0.0018208905500478184,-0.0025249283016937456,-0.004940242573290735,0.004177810551769703,-0.009108071198586061,0.0021620228873096645,0.016729958319218266,-0.0009916420081889227,-0.005861699160956692,-0.008028338689260757,-0.006439215994539886,-0.005503410387567011,-0.006159035795812208,-0.01718045513841501,-0.0025956128185404288,-0.00477940878297233,-0.0011550336671663844,0.0213802883154688,0.004216740065019774,0.0026324835594551607,0.002381500495665035,0.01324951010576475,-0.00022409424934977107,-0.019249770883593892,-0.010709484140278508,0.021241477150434493,0.012016118315774501,0.01207707045430867,0.0006095213853416666,0.010892590104042869,0.012237904244627073,-0.01620802833868926,0.012822845136025583,-0.005751835582698078,0.005657069668231957,-0.017870143870754016,-0.00414093981085497,-0.004881848303415628
CP5,0.006573506636336493,0.00044464206313917296,-0.0004372313620868533,0.0047422042646973524,0.0031124944419742106,0.0020501865563438827,0.0015562472209871053,0.011809650236390624,-0.014731829283224106,0.003307750304483152,-0.0019559954719542555,-0.0006053146540706232,0.0026678523788350376,-0.006317139340512045,-0.0009829382033453415,-0.005978502522860402,-0.020754688610933898,0.0009652169616984896,-0.004271893251536381,-0.007743752993815824,-0.0032322470749211185,0.009929050592533881,-0.0024898881521148433,0.00853003911561338,0.00499116085946948,-0.004911254169861861,-0.005937582564875855,0.0022173032351469144,0.003702558088082089,-0.004642106099758778,0.008718850890250741,-0.008207619919105217,-0.018500439271989914,-0.0008384832335573723,-0.0021339596986744494,0.00089916506101477,-0.0029305563610665386,-0.00804394008716703,-0.0003026573270353116,0.00166321907965537,0.008818412047866684,0.003962362230771378,0.0006669630947087594,0.0,-0.0031168979020197926,0.007912373293122225,0.0028916770309079937,0.003334815473543797,0.0023794794465817333,0.0,0.0006995057384602491,0.006447309915518008,0.005019729649033493,0.008971244331887712,0.002040842628930086,-0.0035546662714292772,-0.0010080701460445114,-0.015184848660596335,0.008188932064277631,0.009599757702296027
