,Fp1,P3,Fp2,AF7,CP3,P1,P5,PO3
Fp1,0.6882882882882883,0.0,0.3117117117117117,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.37554585152838427,0.0,0.5545851528384279,0.06986899563318777,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.09740259740259741,0.9025974025974026,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
