,cuneus-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,superiorparietal-lh,transversetemporal-rh
cuneus-lh,0.3653483992467043,0.08097928436911488,0.07344632768361582,0.04048964218455744,0.0800376647834275,0.04331450094161959,0.2382297551789077,0.07815442561205273
frontalpole-rh,0.06520090978013647,0.19332827899924185,0.13191811978771797,0.1379833206974981,0.09855951478392722,0.14480667172100076,0.07733131159969674,0.1508718726307809
insula-rh,0.06775300171526587,0.13893653516295026,0.1895368782161235,0.10634648370497427,0.15608919382504288,0.11149228130360206,0.05660377358490566,0.1732418524871355
medialorbitofrontal-lh,0.04309586631486367,0.1706244503078276,0.11961301671064203,0.2075637642919965,0.08003518029903255,0.1917326297273527,0.052770448548812667,0.1345646437994723
parahippocampal-rh,0.08479834539813857,0.125129265770424,0.1768355739400207,0.08583247156153051,0.23164426059979318,0.10341261633919338,0.03412616339193381,0.15822130299896586
rostralanteriorcingulate-lh,0.0429553264604811,0.17611683848797252,0.12199312714776632,0.18213058419243985,0.09278350515463918,0.20103092783505155,0.04639175257731959,0.13659793814432988
superiorparietal-lh,0.24074074074074073,0.0935672514619883,0.0682261208576998,0.05263157894736842,0.03508771929824561,0.04678362573099415,0.3742690058479532,0.08869395711500974
transversetemporal-rh,0.0638801261829653,0.1474763406940063,0.16798107255520506,0.111198738170347,0.12933753943217666,0.11593059936908517,0.06703470031545741,0.1971608832807571
