,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,cuneus-lh,frontalpole-lh,frontalpole-rh,pericalcarine-rh,rostralmiddlefrontal-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.5545454545454546,0.05454545454545454,0.0,0.0,0.2545454545454545,0.0,0.0,0.13636363636363635
caudalanteriorcingulate-rh,0.1111111111111111,0.625,0.0,0.0,0.0,0.2638888888888889,0.0,0.0
cuneus-lh,0.0,0.0,0.9512195121951219,0.0,0.0,0.036585365853658534,0.0,0.012195121951219513
frontalpole-lh,0.0,0.0,0.0,0.5977011494252874,0.0,0.0,0.21839080459770116,0.1839080459770115
frontalpole-rh,0.24242424242424243,0.0,0.0,0.0,0.42424242424242425,0.0,0.007575757575757576,0.32575757575757575
pericalcarine-rh,0.0,0.2345679012345679,0.08641975308641975,0.0,0.0,0.6790123456790124,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.18018018018018017,0.02702702702702703,0.0,0.6936936936936937,0.0990990990990991
temporalpole-rh,0.10326086956521739,0.0,0.02717391304347826,0.06521739130434782,0.2554347826086957,0.0,0.03804347826086957,0.5108695652173914
