,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.3170731707317073,0.024390243902439025,0.0,0.0,0.3170731707317073,0.3252032520325203,0.016260162601626018
lateralorbitofrontal-rh,0.0,0.009174311926605505,0.5137614678899083,0.0,0.0,0.06422018348623854,0.027522935779816515,0.3853211009174312
parahippocampal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.21164021164021163,0.0582010582010582,0.0,0.0,0.5026455026455027,0.21693121693121692,0.010582010582010581
rostralanteriorcingulate-rh,0.0,0.3046875,0.0390625,0.0,0.0,0.3046875,0.3203125,0.03125
rostralmiddlefrontal-rh,0.0,0.0,0.4175824175824176,0.0,0.0,0.0,0.02197802197802198,0.5604395604395604
