,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.2777777777777778,0.25736961451247165,0.05215419501133787,0.07142857142857142,0.023809523809523808,0.05668934240362812,0.19501133786848074,0.06575963718820861
frontalpole-rh,0.2343268242548818,0.2949640287769784,0.07297019527235354,0.06474820143884892,0.025693730729701953,0.041109969167523124,0.2014388489208633,0.06474820143884892
fusiform-lh,0.0630841121495327,0.08761682242990654,0.25934579439252337,0.11682242990654206,0.20677570093457945,0.04439252336448598,0.02219626168224299,0.19976635514018692
isthmuscingulate-rh,0.10952380952380952,0.10634920634920635,0.1492063492063492,0.20634920634920634,0.13968253968253969,0.09206349206349207,0.014285714285714285,0.18253968253968253
parahippocampal-lh,0.03862660944206009,0.04148783977110158,0.24892703862660945,0.13447782546494993,0.2503576537911302,0.05722460658082976,0.0,0.22889842632331903
parahippocampal-rh,0.15168539325842698,0.12359550561797752,0.09550561797752809,0.15168539325842698,0.10112359550561797,0.18820224719101122,0.019662921348314606,0.16853932584269662
rostralanteriorcingulate-rh,0.2436849925705795,0.27786032689450224,0.02526002971768202,0.007429420505200594,0.0,0.007429420505200594,0.43833580980683506,0.0
temporalpole-rh,0.07056229327453142,0.0782800441014333,0.18632855567805953,0.13120176405733186,0.17199558985667035,0.06835722160970231,0.0,0.2932745314222712
