,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.13829787234042554,0.11436170212765957,0.13297872340425532,0.13031914893617022,0.13297872340425532,0.12234042553191489,0.09308510638297872,0.1356382978723404
inferiorparietal-rh,0.13134328358208955,0.12835820895522387,0.12835820895522387,0.11940298507462686,0.13134328358208955,0.1253731343283582,0.1044776119402985,0.13134328358208955
parsopercularis-lh,0.13736263736263737,0.11263736263736264,0.1346153846153846,0.13186813186813187,0.13186813186813187,0.12637362637362637,0.09065934065934066,0.1346153846153846
rostralmiddlefrontal-lh,0.13662790697674418,0.11046511627906977,0.13372093023255813,0.14244186046511628,0.1308139534883721,0.125,0.0872093023255814,0.13372093023255813
superiorparietal-lh,0.13672922252010725,0.11528150134048257,0.13404825737265416,0.1260053619302949,0.13404825737265416,0.12332439678284182,0.0938337801608579,0.13672922252010725
superiortemporal-lh,0.1329479768786127,0.11560693641618497,0.1329479768786127,0.13005780346820808,0.1329479768786127,0.13005780346820808,0.09248554913294797,0.1329479768786127
superiortemporal-rh,0.12857142857142856,0.12857142857142856,0.125,0.11428571428571428,0.12857142857142856,0.12142857142857143,0.125,0.12857142857142856
supramarginal-lh,0.13866666666666666,0.11466666666666667,0.13333333333333333,0.128,0.13333333333333333,0.12266666666666666,0.09333333333333334,0.136
