,bankssts-lh,cuneus-lh,cuneus-rh,isthmuscingulate-lh,isthmuscingulate-rh,medialorbitofrontal-rh,pericalcarine-lh,pericalcarine-rh
bankssts-lh,0.3490566037735849,0.0,0.2169811320754717,0.18867924528301888,0.05660377358490566,0.0,0.0,0.18867924528301888
cuneus-lh,0.011235955056179775,0.449438202247191,0.033707865168539325,0.0,0.14606741573033707,0.15730337078651685,0.14606741573033707,0.056179775280898875
cuneus-rh,0.2222222222222222,0.0,0.3111111111111111,0.18518518518518517,0.07407407407407407,0.0,0.037037037037037035,0.17037037037037037
isthmuscingulate-lh,0.2,0.0,0.19090909090909092,0.3181818181818182,0.11818181818181818,0.0,0.0,0.17272727272727273
isthmuscingulate-rh,0.09482758620689655,0.12931034482758622,0.11206896551724138,0.13793103448275862,0.4051724137931034,0.05172413793103448,0.0,0.06896551724137931
medialorbitofrontal-rh,0.0,0.1935483870967742,0.0,0.0,0.06451612903225806,0.7419354838709677,0.0,0.0
pericalcarine-lh,0.0,0.1827956989247312,0.03225806451612903,0.010752688172043012,0.0,0.0,0.7204301075268817,0.053763440860215055
pericalcarine-rh,0.18796992481203006,0.007518796992481203,0.21804511278195488,0.18045112781954886,0.06015037593984962,0.0,0.007518796992481203,0.3383458646616541
