,entorhinal-lh,inferiortemporal-lh,isthmuscingulate-rh,middletemporal-lh,parsorbitalis-lh,parstriangularis-lh,superiorparietal-lh,temporalpole-lh
entorhinal-lh,0.36486486486486486,0.18018018018018017,0.0,0.11261261261261261,0.03153153153153153,0.06756756756756757,0.02702702702702703,0.21621621621621623
inferiortemporal-lh,0.168,0.336,0.044,0.016,0.02,0.16,0.084,0.172
isthmuscingulate-rh,0.0,0.06766917293233082,0.6165413533834586,0.09022556390977443,0.14285714285714285,0.08270676691729323,0.0,0.0
middletemporal-lh,0.08438818565400844,0.008438818565400843,0.06751054852320675,0.3291139240506329,0.1940928270042194,0.1308016877637131,0.10126582278481013,0.08438818565400844
parsorbitalis-lh,0.005050505050505051,0.04040404040404041,0.12626262626262627,0.1717171717171717,0.32323232323232326,0.1717171717171717,0.07575757575757576,0.08585858585858586
parstriangularis-lh,0.03214285714285714,0.15,0.075,0.11428571428571428,0.1357142857142857,0.29285714285714287,0.060714285714285714,0.1392857142857143
superiorparietal-lh,0.03804347826086957,0.1358695652173913,0.0,0.08695652173913043,0.07065217391304347,0.125,0.3858695652173913,0.15760869565217392
temporalpole-lh,0.1254355400696864,0.156794425087108,0.0,0.0627177700348432,0.0627177700348432,0.17421602787456447,0.10801393728222997,0.31010452961672474
