,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh
inferiorparietal-rh,0.4318181818181818,0.1590909090909091,0.0,0.022727272727272728,0.0,0.38636363636363635,0.0,0.0
parsopercularis-lh,0.14,0.42,0.22,0.0,0.0,0.22,0.0,0.0
parstriangularis-rh,0.0,0.2857142857142857,0.6,0.0,0.0,0.0,0.11428571428571428,0.0
postcentral-rh,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0
precentral-rh,0.0,0.0,0.0,0.0,0.5,0.13157894736842105,0.2631578947368421,0.10526315789473684
rostralmiddlefrontal-lh,0.23809523809523808,0.1746031746031746,0.0,0.0,0.047619047619047616,0.5396825396825397,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0975609756097561,0.0,0.24390243902439024,0.04878048780487805,0.4878048780487805,0.12195121951219512
superiorparietal-rh,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.2857142857142857,0.6190476190476191
