,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-rh
parsopercularis-lh,0.35,0.03333333333333333,0.05,0.15,0.0,0.35,0.0,0.06666666666666667
parstriangularis-rh,0.09523809523809523,0.5238095238095238,0.0,0.23809523809523808,0.0,0.0,0.14285714285714285,0.0
postcentral-rh,0.06451612903225806,0.0,0.3870967741935484,0.06451612903225806,0.1774193548387097,0.06451612903225806,0.0,0.24193548387096775
precentral-lh,0.23255813953488372,0.09302325581395349,0.06976744186046512,0.3023255813953488,0.0,0.20930232558139536,0.0,0.09302325581395349
precentral-rh,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0,0.2222222222222222
rostralmiddlefrontal-lh,0.35,0.0,0.05,0.15,0.0,0.38333333333333336,0.0,0.06666666666666667
superiorparietal-rh,0.07407407407407407,0.18518518518518517,0.0,0.0,0.0,0.0,0.7407407407407407,0.0
superiortemporal-rh,0.09523809523809523,0.0,0.2222222222222222,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.0,0.3492063492063492
