,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-lh,temporalpole-rh
frontalpole-lh,0.9033457249070632,0.0,0.0,0.0,0.09665427509293681,0.0,0.0,0.0
frontalpole-rh,0.0,0.6507936507936508,0.0,0.0,0.0,0.0,0.0,0.3492063492063492
insula-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.4943820224719101,0.0,0.5056179775280899,0.0,0.0
rostralanteriorcingulate-lh,0.15294117647058825,0.0,0.0,0.0,0.6823529411764706,0.0,0.0,0.16470588235294117
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.23809523809523808,0.0,0.7619047619047619,0.0,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.13664596273291926,0.0,0.0,0.08074534161490683,0.0,0.0,0.782608695652174
