,caudalmiddlefrontal-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.11764705882352941,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.0,0.14705882352941177
parstriangularis-rh,0.0425531914893617,0.24468085106382978,0.13829787234042554,0.14893617021276595,0.1702127659574468,0.09574468085106383,0.0,0.1595744680851064
postcentral-lh,0.037383177570093455,0.1308411214953271,0.2803738317757009,0.1308411214953271,0.1308411214953271,0.22429906542056074,0.0,0.06542056074766354
rostralmiddlefrontal-rh,0.05194805194805195,0.19480519480519481,0.16883116883116883,0.18181818181818182,0.19480519480519481,0.11688311688311688,0.0,0.09090909090909091
superiorparietal-rh,0.04819277108433735,0.20481927710843373,0.1566265060240964,0.1686746987951807,0.1927710843373494,0.10843373493975904,0.012048192771084338,0.10843373493975904
superiortemporal-lh,0.04,0.1,0.25,0.1,0.1,0.34,0.0,0.07
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.05
supramarginal-rh,0.05405405405405406,0.20270270270270271,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02702702702702703,0.28378378378378377
