,entorhinal-rh,frontalpole-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,middletemporal-rh,rostralanteriorcingulate-lh,temporalpole-rh
entorhinal-rh,0.26851851851851855,0.0,0.011904761904761904,0.03439153439153439,0.2037037037037037,0.17989417989417988,0.08994708994708994,0.21164021164021163
frontalpole-lh,0.0,0.9487179487179487,0.046153846153846156,0.0,0.005128205128205128,0.0,0.0,0.0
lateralorbitofrontal-lh,0.040229885057471264,0.017241379310344827,0.38697318007662834,0.2624521072796935,0.01532567049808429,0.08812260536398467,0.16666666666666666,0.022988505747126436
lateralorbitofrontal-rh,0.0794912559618442,0.0,0.1685214626391097,0.32432432432432434,0.0397456279809221,0.13354531001589826,0.21303656597774245,0.04133545310015898
medialorbitofrontal-rh,0.19126506024096385,0.009036144578313253,0.007530120481927711,0.015060240963855422,0.3509036144578313,0.12951807228915663,0.06325301204819277,0.23343373493975902
middletemporal-rh,0.20848938826466917,0.0,0.02871410736579276,0.06741573033707865,0.14856429463171036,0.2784019975031211,0.12734082397003746,0.14107365792759052
rostralanteriorcingulate-lh,0.14540059347181009,0.0,0.07863501483679525,0.14836795252225518,0.09940652818991098,0.18991097922848665,0.2522255192878338,0.08605341246290801
temporalpole-rh,0.20903010033444816,0.0,0.026755852842809364,0.01839464882943144,0.2408026755852843,0.13879598662207357,0.05518394648829431,0.3110367892976589
